,account_length,total_day_charge,total_eve_charge,total_night_charge,total_intl_charge,customer_service_calls,churn
2270,49,20.28,18.28,8.04,3.0,1,0
2271,100,37.69,20.07,8.67,2.16,0,0
2272,176,48.14,13.82,8.0,1.94,1,0
2273,111,33.51,19.36,9.63,2.51,0,0
2274,195,39.39,19.13,9.08,3.27,0,0
2275,126,42.47,22.26,7.51,3.43,3,1
2276,113,32.95,18.82,7.75,2.86,1,0
2277,30,38.66,15.51,8.63,3.38,0,0
2278,11,35.67,16.71,10.49,1.89,1,0
2279,80,28.29,20.26,6.78,2.89,4,0
2280,131,49.79,16.97,11.49,3.73,4,1
2281,72,30.11,15.7,7.83,2.16,1,0
2282,109,31.28,10.23,6.92,2.97,0,0
2283,148,37.21,17.68,9.15,3.0,0,0
2284,148,41.63,10.03,10.62,4.1,2,0
2285,111,36.43,17.72,8.21,3.24,1,0
2286,66,14.89,22.27,8.31,2.48,1,0
2287,95,6.95,11.34,11.89,3.21,0,0
2288,97,24.65,25.02,10.79,2.97,4,1
2289,94,30.82,15.5,8.13,1.81,0,0
2290,179,37.42,19.92,10.68,2.73,4,0
2291,115,34.03,20.82,8.59,2.38,1,0
2292,110,41.23,13.8,8.28,2.11,4,0
2293,95,29.58,23.89,8.87,2.62,0,0
2294,59,31.03,17.4,10.35,3.05,4,0
2295,18,33.49,17.31,9.09,2.35,3,0
2296,100,37.18,13.18,4.46,3.27,1,0
2297,94,28.92,23.1,4.98,2.35,1,0
2298,96,31.18,16.62,8.1,2.84,1,0
2299,37,18.12,12.53,10.61,2.59,2,0
2300,41,40.43,19.0,9.78,2.75,2,0
2301,112,19.33,13.39,7.99,2.7,2,0
2302,70,36.52,11.14,9.76,2.54,3,0
2303,93,25.86,18.32,11.81,3.24,1,0
2304,104,27.27,24.98,13.8,3.4,4,0
2305,112,41.38,15.48,11.66,3.46,1,0
2306,87,40.8,11.4,8.51,2.51,0,1
2307,146,34.75,18.62,10.02,2.84,3,0
2308,31,30.14,12.99,7.33,1.38,0,0
2309,42,25.62,20.97,4.67,1.89,2,0
2310,99,19.64,18.54,11.47,3.11,7,1
2311,81,27.47,10.46,11.76,3.29,1,0
2312,133,38.66,6.22,5.14,1.27,0,0
2313,129,32.79,15.77,9.23,2.94,1,0
2314,88,46.68,13.69,8.75,2.48,2,0
2315,39,31.82,9.75,4.71,3.56,1,0
2316,97,43.59,23.28,10.02,3.0,1,1
2317,88,49.05,17.29,10.28,3.51,1,0
2318,135,37.2,20.64,3.86,2.78,4,0
2319,117,27.47,16.69,13.27,3.73,1,0
2320,78,17.6,10.02,9.05,3.24,4,1
2321,84,36.43,16.0,15.01,3.05,0,0
2322,129,33.73,22.5,5.01,2.48,2,0
2323,133,27.56,18.03,11.72,3.29,1,0
2324,104,31.21,10.26,9.68,3.43,1,0
2325,24,25.33,11.14,10.74,2.32,2,1
2326,63,19.91,21.22,7.3,3.0,3,0
2327,133,47.14,19.41,5.28,3.46,2,1
2328,67,39.2,16.07,7.3,2.54,1,0
2329,100,18.22,7.38,7.03,2.62,1,0
2330,31,35.79,21.29,10.87,3.11,1,0
2331,106,27.13,23.53,10.06,2.38,0,0
2332,147,28.66,15.95,9.74,3.89,2,0
2333,85,33.52,17.99,9.45,2.24,4,0
2334,136,14.48,19.58,10.96,2.43,2,0
2335,82,45.37,19.52,11.33,2.97,3,1
2336,47,28.05,10.82,12.8,2.08,2,0
2337,147,38.28,15.72,6.44,2.67,0,1
2338,96,16.59,8.97,9.91,3.13,1,0
2339,129,23.43,19.19,6.53,2.75,1,1
2340,105,18.63,21.19,14.45,2.24,4,1
2341,72,23.48,22.11,6.09,2.21,2,0
2342,154,32.54,17.46,9.26,2.75,3,0
2343,117,9.21,25.77,7.73,2.32,1,1
2344,101,21.22,21.86,8.69,3.62,0,0
2345,144,42.77,16.8,9.41,3.29,2,0
2346,108,17.51,20.6,7.66,2.13,1,0
2347,150,23.22,17.8,7.25,3.29,4,1
2348,59,21.66,8.78,7.39,2.46,0,0
2349,178,46.82,15.94,6.62,3.67,1,0
2350,56,38.42,21.12,6.32,1.86,1,0
2351,177,39.13,16.67,9.69,2.81,1,0
2352,45,13.36,15.92,8.29,2.0,1,1
2353,165,26.21,22.83,8.5,2.94,6,0
2354,98,47.31,7.94,4.84,2.62,0,0
2355,113,25.33,20.04,9.08,2.57,4,0
2356,99,36.72,19.75,9.7,2.51,2,1
2357,72,37.4,18.47,6.88,3.97,3,0
2358,84,34.58,15.55,9.62,3.73,1,0
2359,97,28.66,22.03,12.59,1.97,1,0
2360,124,42.76,18.21,8.37,3.0,3,0
2361,127,23.73,20.48,5.72,2.38,2,0
2362,151,33.41,14.94,9.98,3.62,0,0
2363,106,8.87,18.71,5.05,3.08,2,0
2364,141,35.17,22.47,7.73,2.51,2,0
2365,60,37.59,15.18,9.12,2.0,1,0
2366,99,16.22,17.61,6.12,1.51,1,0
2367,107,22.66,15.55,10.85,3.48,3,1
2368,125,40.92,22.9,8.42,2.73,0,1
2369,86,38.34,20.94,11.06,2.65,0,0
2370,56,25.65,13.75,7.55,3.16,3,0
2371,55,23.68,15.16,11.09,2.19,3,0
2372,137,31.71,15.13,9.7,3.27,2,0
2373,167,41.62,5.17,7.95,2.89,2,0
2374,151,22.87,12.16,10.08,4.16,1,0
2375,108,41.85,17.2,8.1,2.54,1,0
2376,116,34.85,11.98,12.27,2.03,2,0
2377,127,34.65,22.7,10.13,1.97,0,0
2378,165,18.97,18.13,12.04,4.32,0,0
2379,75,25.6,25.63,7.14,2.19,0,0
2380,81,34.6,24.62,9.58,2.35,3,0
2381,16,27.52,19.56,6.7,2.75,3,0
2382,128,42.04,15.53,6.44,3.97,3,0
2383,43,23.09,13.87,10.34,3.4,0,0
2384,76,34.71,24.87,10.99,2.84,0,0
2385,145,33.86,10.71,13.01,2.05,1,0
2386,76,36.48,17.44,6.06,2.19,1,0
2387,55,33.0,15.01,13.63,1.89,2,0
2388,40,38.2,11.43,5.41,2.03,1,1
2389,136,31.91,18.79,6.56,2.7,3,0
2390,153,37.15,11.41,5.35,2.54,0,0
2391,80,27.08,14.5,6.35,3.21,1,0
2392,54,19.04,17.68,6.76,3.05,2,0
2393,132,29.67,20.88,7.78,2.78,1,0
2394,94,32.37,7.82,10.12,3.67,2,0
2395,121,24.62,17.05,9.4,3.59,0,1
2396,138,35.0,21.85,9.4,3.27,0,0
2397,119,13.92,21.57,9.59,2.4,2,1
2398,148,39.22,19.87,9.71,3.65,3,0
2399,108,35.62,9.32,8.54,2.46,6,1
2400,87,37.67,13.35,10.01,3.11,1,0
2401,110,25.25,23.49,8.71,3.35,1,0
2402,108,35.8,13.96,9.06,2.54,0,0
2403,141,52.36,21.06,6.88,2.0,1,0
2404,87,22.81,14.03,7.79,2.89,0,0
2405,156,47.09,20.26,4.25,2.24,1,0
2406,105,38.83,12.33,11.04,2.08,0,0
2407,153,40.05,19.37,7.66,4.16,0,0
2408,114,26.4,14.44,9.32,3.4,2,0
2409,185,23.73,21.27,7.11,2.92,1,0
2410,57,26.88,9.79,8.21,3.19,0,0
2411,155,30.84,14.25,7.58,3.05,3,0
2412,129,45.46,17.36,5.03,1.59,1,0
2413,95,31.31,15.44,6.45,3.46,2,0
2414,125,31.84,13.66,11.87,2.59,0,1
2415,28,27.15,18.42,9.3,2.51,2,0
2416,97,36.6,20.6,12.59,3.27,0,0
2417,84,32.81,13.06,11.72,2.0,2,0
2418,136,15.64,21.56,9.63,2.78,1,0
2419,145,41.79,24.37,10.83,2.43,1,1
2420,74,44.59,16.91,7.47,1.78,3,0
2421,51,47.04,17.31,11.08,2.24,0,0
2422,87,25.67,18.67,9.18,2.62,5,1
2423,113,26.52,21.83,7.89,3.21,2,0
2424,128,29.1,12.38,8.86,3.78,1,0
2425,173,29.33,12.12,4.59,2.94,0,0
2426,130,22.51,17.03,9.11,1.62,2,0
2427,96,18.46,17.54,5.68,3.62,0,0
2428,140,25.47,13.97,13.26,2.19,1,0
2429,129,24.43,25.31,9.57,3.08,4,0
2430,52,26.35,11.34,7.92,1.89,4,1
2431,192,31.45,19.12,9.56,3.08,2,0
2432,122,36.65,14.26,9.32,1.73,3,0
2433,166,34.71,15.29,9.76,2.57,1,0
2434,108,28.83,22.45,9.28,2.51,0,0
2435,89,22.93,13.26,8.89,2.75,1,0
2436,73,33.71,23.74,6.58,4.0,3,0
2437,83,39.32,17.88,9.78,3.35,3,0
2438,123,21.2,21.28,9.74,2.11,1,0
2439,36,19.91,20.01,9.96,2.43,0,0
2440,129,32.81,19.11,8.89,2.78,2,0
2441,84,27.12,21.0,8.46,1.94,2,0
2442,76,27.22,14.34,1.04,2.57,3,0
2443,136,34.94,25.37,9.64,1.86,1,0
2444,85,33.39,23.88,4.02,3.73,1,0
2445,150,29.65,14.44,9.07,2.97,1,0
2446,100,37.3,19.18,11.49,3.24,4,0
2447,96,29.56,24.43,9.22,2.46,1,0
2448,159,14.91,23.65,7.68,2.84,1,0
2449,120,30.58,14.45,8.58,3.73,1,1
2450,86,29.21,25.64,6.27,2.62,1,0
2451,61,33.61,12.94,9.95,1.89,2,0
2452,116,31.08,18.08,8.72,2.97,1,0
2453,37,32.54,14.23,9.74,3.78,3,0
2454,20,31.76,21.54,12.29,3.32,2,0
2455,87,44.68,18.34,6.97,2.11,0,0
2456,9,15.05,15.2,10.29,3.11,2,0
2457,88,25.19,26.24,10.59,1.73,2,0
2458,48,35.99,13.59,6.48,3.29,1,0
2459,127,28.22,14.83,11.02,2.75,1,0
2460,136,44.1,14.68,13.22,2.89,1,1
2461,79,44.49,17.9,11.55,1.62,3,1
2462,53,38.86,11.29,10.22,2.73,9,1
2463,100,18.19,8.98,10.94,3.46,4,1
2464,90,24.75,16.75,13.25,2.84,0,0
2465,111,37.77,13.81,8.32,3.21,4,0
2466,61,13.29,16.65,4.86,2.73,2,0
2467,39,27.27,8.72,10.59,2.46,2,0
2468,110,49.86,16.02,12.01,3.92,0,1
2469,154,28.37,13.17,8.52,1.94,0,0
2470,82,39.54,13.02,12.9,1.27,3,0
2471,163,36.57,11.81,6.58,3.35,2,0
2472,105,17.48,23.94,10.26,3.56,2,0
2473,97,40.77,18.26,6.45,2.35,2,0
2474,161,56.59,27.01,7.23,1.46,4,1
2475,89,30.55,25.48,8.34,2.05,1,0
2476,144,17.85,10.35,9.97,1.0,0,0
2477,142,39.46,14.3,8.88,2.67,1,0
2478,125,34.22,3.59,5.66,1.46,1,0
2479,68,29.36,11.82,7.84,3.16,2,0
2480,88,14.57,18.84,8.58,3.13,4,1
2481,154,24.8,17.7,8.14,3.89,0,1
2482,88,24.53,13.29,9.66,2.11,3,0
2483,109,31.3,17.99,10.93,2.67,1,0
2484,115,26.38,19.63,11.77,1.22,0,0
2485,54,27.51,23.21,6.93,3.7,0,0
2486,119,26.27,16.46,8.14,3.62,2,0
2487,174,28.53,17.45,5.85,3.92,4,1
2488,100,19.26,16.82,12.8,3.16,4,1
2489,90,37.71,17.32,9.71,2.27,1,0
2490,68,16.0,12.55,9.61,2.73,0,0
2491,125,21.54,13.22,9.28,3.89,2,0
2492,86,28.25,21.7,10.26,1.46,1,0
2493,94,18.36,20.56,11.34,2.81,3,0
2494,123,19.52,12.75,12.09,2.59,2,0
2495,95,22.02,21.16,12.06,3.21,1,0
2496,138,29.14,9.79,10.1,4.59,3,0
2497,133,21.64,21.36,6.08,2.78,1,0
2498,87,14.04,19.07,7.36,2.57,3,0
2499,120,34.34,15.67,7.92,2.0,2,1
2500,75,42.31,14.52,4.7,3.02,1,0
2501,31,17.02,20.94,11.48,1.59,0,0
2502,141,36.62,27.94,7.22,2.11,1,0
2503,134,41.21,13.0,14.32,3.19,1,0
2504,106,20.26,19.41,8.91,2.27,2,0
2505,80,34.63,18.39,6.94,2.05,2,0
2506,131,42.43,19.31,10.8,2.05,3,0
2507,139,35.89,17.59,8.73,1.51,0,0
2508,80,27.3,20.15,11.03,2.89,1,0
2509,135,33.12,20.0,7.85,2.97,1,0
2510,130,34.66,16.3,5.96,3.27,3,0
2511,122,24.51,18.04,7.62,2.57,0,0
2512,147,26.69,8.76,9.53,1.92,0,0
2513,166,8.11,22.47,10.58,3.56,0,1
2514,56,30.21,18.33,10.65,2.84,1,0
2515,33,31.35,17.32,10.68,2.51,3,0
2516,94,35.19,14.23,10.72,0.7,1,0
2517,122,26.71,15.72,8.87,2.3,4,1
2518,73,26.71,22.85,8.17,2.7,0,0
2519,77,10.61,14.44,9.43,1.54,5,1
2520,107,27.47,16.62,11.45,3.7,1,0
2521,106,26.98,5.47,8.93,2.75,1,0
2522,98,38.61,10.24,5.27,1.27,5,1
2523,111,25.87,11.66,8.37,2.65,0,0
2524,140,29.44,16.73,9.42,3.02,3,0
2525,120,26.86,16.75,6.97,2.7,1,0
2526,46,21.22,13.37,8.97,2.32,2,0
2527,40,18.6,20.8,12.46,1.92,0,0
2528,87,36.38,15.3,6.05,2.86,0,0
2529,138,31.26,20.46,8.36,4.05,1,0
2530,120,36.06,17.8,7.52,1.43,1,1
2531,149,31.89,17.12,11.89,2.38,1,0
2532,87,28.19,15.89,11.24,0.0,1,0
2533,70,28.93,13.19,10.29,4.05,1,0
2534,96,29.36,11.34,11.68,2.65,1,0
2535,108,26.21,9.55,11.09,4.16,4,1
2536,124,26.96,17.95,8.07,2.75,3,0
2537,138,33.35,15.0,10.46,4.1,0,1
2538,40,19.67,10.86,4.84,2.51,1,0
2539,113,27.17,17.86,7.88,3.54,2,0
2540,73,37.03,18.75,12.48,2.78,1,1
2541,148,26.11,22.28,10.15,2.65,2,0
2542,100,34.53,18.45,8.14,3.65,3,0
2543,160,29.1,20.7,8.02,3.51,2,0
2544,85,35.67,16.53,9.02,3.05,0,0
2545,131,36.41,13.74,11.91,2.57,3,0
2546,161,26.54,15.33,8.08,3.0,2,0
2547,79,30.24,14.22,10.07,4.1,0,0
2548,73,33.05,14.96,10.35,3.11,0,0
2549,10,31.64,16.17,12.73,3.08,2,0
2550,89,15.25,15.28,6.56,2.57,2,0
2551,45,27.17,10.23,7.34,2.86,2,0
2552,127,45.32,22.51,9.32,1.59,1,1
2553,74,32.93,20.92,6.21,3.94,2,0
2554,154,59.64,18.4,11.43,2.73,1,1
2555,75,19.94,17.09,4.86,3.29,1,0
2556,85,36.09,19.41,7.35,2.08,0,0
2557,106,22.73,15.96,8.19,2.89,1,1
2558,80,40.78,12.1,16.39,2.51,1,0
2559,91,24.65,14.94,10.07,4.51,2,1
2560,107,50.13,16.39,6.66,3.56,1,1
2561,137,25.02,16.39,7.77,2.75,1,0
2562,137,40.34,15.02,11.85,3.83,0,1
2563,75,35.92,8.98,7.92,2.62,4,1
2564,35,41.09,12.07,13.0,2.54,1,0
2565,90,36.53,10.01,6.02,3.19,2,0
2566,85,36.72,16.0,6.62,0.97,2,0
2567,141,31.88,20.52,10.33,2.84,3,0
2568,112,36.52,17.82,7.4,2.54,3,0
2569,169,40.07,11.64,9.94,3.59,1,0
2570,105,23.9,15.18,9.76,1.84,2,0
2571,122,28.99,14.76,11.19,3.05,1,0
2572,186,12.63,15.07,13.33,3.92,2,0
2573,41,32.59,16.41,6.72,3.0,1,0
2574,122,22.81,19.32,5.51,2.3,2,0
2575,161,50.64,20.24,10.82,2.4,1,1
2576,168,21.9,8.92,6.35,3.02,1,0
2577,101,18.0,19.69,12.66,2.89,1,0
2578,124,22.41,24.17,13.75,3.05,1,0
2579,137,43.86,20.95,7.79,2.94,0,1
2580,70,25.98,15.61,6.83,2.84,1,0
2581,94,42.94,14.37,7.69,3.0,2,0
2582,63,30.69,19.55,10.46,2.86,0,0
2583,45,35.92,14.08,11.97,3.59,1,0
2584,83,30.4,14.27,8.05,2.32,3,0
2585,87,21.25,20.0,9.69,2.75,2,0
2586,153,32.95,16.6,8.22,2.3,1,0
2587,109,26.32,24.45,9.38,1.59,3,0
2588,138,41.11,14.49,13.29,3.19,3,0
2589,38,33.52,21.24,13.45,1.05,0,0
2590,74,14.57,21.05,6.41,2.73,2,0
2591,108,49.57,18.79,10.31,3.78,2,1
2592,121,44.73,23.74,5.72,2.62,5,0
2593,111,30.07,8.74,9.62,2.84,4,1
2594,111,32.83,9.49,10.23,3.27,1,0
2595,75,38.44,17.13,11.08,2.78,1,0
2596,132,30.04,20.75,7.93,2.46,2,0
2597,90,26.64,20.1,5.54,3.4,2,0
2598,120,26.1,18.62,10.68,3.08,0,0
2599,16,34.95,14.41,9.9,2.94,0,0
2600,129,33.42,15.35,11.03,1.78,1,0
2601,101,23.15,18.78,8.86,3.59,3,0
2602,95,40.34,13.09,10.67,3.02,1,0
2603,40,29.02,15.22,12.69,2.21,3,0
2604,99,33.52,13.26,9.18,2.67,4,0
2605,122,5.97,15.37,11.32,3.43,1,0
2606,128,40.44,21.05,9.4,3.75,1,1
2607,104,24.57,15.34,10.17,4.59,2,0
2608,136,25.94,17.76,5.36,1.35,1,0
2609,116,10.83,16.64,9.45,2.7,1,0
2610,98,23.14,13.29,7.15,2.73,2,0
2611,152,40.65,17.77,12.07,3.59,5,0
2612,179,37.26,12.7,11.01,1.65,0,0
2613,118,49.22,14.16,5.36,2.57,1,0
2614,138,21.61,21.05,9.35,1.35,3,0
2615,115,45.56,13.06,10.45,4.59,3,0
2616,75,32.39,15.16,7.31,3.54,1,0
2617,149,25.25,9.73,8.02,1.76,0,0
2618,65,18.87,18.68,9.09,1.19,1,0
2619,137,35.0,17.79,13.05,3.92,2,0
2620,128,45.58,10.24,9.94,3.89,2,0
2621,114,38.39,16.41,10.46,2.27,4,0
2622,93,36.87,17.63,9.98,4.73,1,1
2623,87,29.1,15.79,10.24,2.92,1,0
2624,114,35.05,22.1,13.12,3.08,1,0
2625,3,23.63,21.31,12.88,1.65,4,0
2626,204,29.63,21.6,7.94,1.59,6,0
2627,54,36.4,20.44,8.5,2.73,1,0
2628,150,23.73,28.29,9.62,2.38,2,0
2629,112,28.49,13.13,12.66,4.67,2,0
2630,93,30.38,15.18,5.71,2.16,2,0
2631,92,33.49,22.89,7.15,2.92,1,0
2632,132,14.18,19.74,6.6,2.05,1,0
2633,102,17.44,20.91,7.67,2.46,2,0
2634,27,34.2,19.31,6.56,2.27,2,0
2635,127,30.75,17.81,11.25,2.0,2,0
2636,209,43.37,19.6,9.81,2.3,3,1
2637,48,33.69,17.24,6.59,1.38,1,0
2638,122,39.12,24.45,7.97,1.86,2,0
2639,134,31.25,10.5,7.23,1.65,1,0
2640,4,24.7,25.82,9.27,2.4,0,0
2641,110,37.86,8.99,9.67,3.65,1,0
2642,93,31.88,14.43,7.89,3.27,1,0
2643,64,30.96,14.42,7.41,2.86,2,0
2644,113,35.6,29.52,11.07,2.0,1,1
2645,61,46.02,17.06,9.08,2.94,3,0
2646,79,17.6,27.14,10.8,2.27,2,0
2647,82,32.16,15.67,11.51,2.86,3,1
2648,87,23.17,14.64,6.19,1.92,0,0
2649,97,25.77,13.21,10.8,3.97,1,0
2650,122,28.61,7.45,11.12,2.27,1,0
2651,84,23.56,16.92,9.18,2.11,0,0
2652,71,19.62,18.48,10.8,3.54,1,0
2653,177,38.73,13.75,9.76,2.16,1,0
2654,106,37.52,22.97,5.47,2.35,1,0
2655,68,24.41,11.42,9.7,4.19,2,0
2656,130,43.72,19.07,9.18,3.4,1,0
2657,97,22.64,18.46,3.18,2.97,1,0
2658,117,26.98,15.44,7.98,2.08,2,0
2659,125,34.58,10.94,8.57,2.97,1,0
2660,65,38.11,16.12,10.03,2.65,0,0
2661,86,15.78,13.57,6.69,2.38,1,0
2662,61,45.41,15.33,10.38,4.67,1,1
2663,147,35.6,11.26,6.72,3.05,2,0
2664,120,38.68,19.97,7.49,2.43,1,0
2665,56,24.84,16.68,13.95,2.48,0,0
2666,155,34.58,16.23,8.82,2.4,0,1
2667,63,21.88,20.47,10.7,3.46,1,0
2668,86,29.97,22.03,12.93,1.67,0,0
2669,131,22.37,15.24,11.3,4.19,1,1
2670,136,42.53,22.7,6.8,3.51,1,1
2671,98,28.05,17.22,7.75,3.38,1,1
2672,105,25.11,18.93,7.36,3.46,2,0
2673,130,36.18,16.13,7.65,2.86,0,1
2674,103,14.82,14.39,7.5,2.94,6,1
2675,94,33.0,19.31,8.57,4.13,1,0
2676,38,19.94,17.74,9.15,3.89,2,0
2677,115,41.68,13.52,10.35,1.94,0,0
2678,131,40.95,14.23,14.5,3.97,3,0
2679,31,28.12,17.31,9.08,2.21,1,0
2680,132,49.5,19.91,8.63,2.4,1,1
2681,185,25.69,20.8,6.95,3.73,2,0
2682,58,36.02,23.32,9.47,1.46,1,0
2683,174,32.66,14.44,7.5,3.08,1,0
2684,95,45.73,19.86,8.07,1.97,2,1
2685,48,23.99,19.1,7.84,3.56,1,0
2686,129,34.77,11.29,8.55,4.0,2,0
2687,98,35.11,14.98,10.48,3.35,5,0
2688,70,39.58,25.79,11.5,3.48,0,1
2689,99,10.69,19.64,7.6,2.3,1,0
2690,161,29.48,18.16,6.37,3.11,1,0
2691,103,32.27,9.82,8.61,3.29,0,0
2692,124,27.4,17.36,10.42,2.4,1,0
2693,133,29.58,17.8,10.08,3.81,2,1
2694,46,26.59,15.77,10.2,3.19,1,0
2695,162,31.37,19.04,8.12,3.13,1,0
2696,93,52.05,16.12,10.81,3.16,0,0
2697,163,32.52,16.48,12.08,3.46,1,0
2698,162,38.23,16.0,11.46,3.27,0,0
2699,92,43.49,12.13,8.15,3.16,0,0
2700,163,42.11,22.91,7.53,2.59,0,1
2701,159,43.71,26.54,8.24,2.38,1,1
2702,41,33.05,21.67,7.21,4.64,2,0
2703,51,30.69,11.45,7.68,2.7,2,0
2704,90,25.19,18.73,6.04,2.48,4,1
2705,102,26.86,17.67,8.57,2.73,0,0
2706,80,21.13,14.71,11.39,2.13,1,0
2707,12,36.84,9.9,9.9,2.65,2,0
2708,115,35.05,14.99,13.37,2.97,1,0
2709,99,41.19,29.83,7.34,3.05,0,1
2710,162,30.55,18.54,9.55,2.51,1,1
2711,36,29.77,18.44,10.97,2.67,1,0
2712,199,39.2,18.65,13.47,2.16,0,0
2713,148,15.91,16.47,6.52,4.73,1,0
2714,146,35.07,12.63,7.52,1.65,1,0
2715,70,42.42,22.07,10.02,2.65,1,0
2716,89,18.9,10.38,8.14,3.4,3,0
2717,118,20.08,9.32,11.05,4.56,1,0
2718,13,53.65,17.76,11.7,3.27,3,0
2719,165,36.82,16.22,10.11,3.35,0,0
2720,50,43.88,13.72,10.13,3.16,1,0
2721,124,24.36,19.61,9.64,2.11,4,1
2722,111,28.25,20.3,4.9,3.02,3,0
2723,84,32.47,27.1,11.13,1.76,0,0
2724,74,26.71,18.11,12.62,2.05,2,0
2725,147,21.15,27.28,7.07,2.81,2,0
2726,98,26.93,26.06,6.49,0.57,1,0
2727,123,17.85,21.39,11.61,4.02,0,0
2728,93,46.17,19.5,3.48,2.94,2,0
2729,120,25.36,16.46,11.2,3.0,1,0
2730,58,22.42,14.25,9.27,3.97,3,0
2731,122,27.71,26.59,9.0,3.13,1,0
2732,135,26.25,17.32,7.14,3.19,0,0
2733,75,35.75,20.55,9.71,3.54,4,0
2734,179,29.02,16.24,9.66,3.59,1,0
2735,116,41.8,20.41,7.14,2.4,3,0
2736,139,32.78,19.92,9.14,3.51,3,0
2737,45,26.47,22.13,8.65,2.97,1,0
2738,46,35.73,19.32,9.0,3.54,1,0
2739,20,29.16,13.01,7.45,1.92,0,0
2740,161,33.01,21.2,11.47,3.48,1,1
2741,127,22.93,18.83,5.12,4.05,1,0
2742,77,40.66,12.75,7.24,2.78,5,0
2743,52,36.7,18.45,15.43,1.4,1,0
2744,41,35.22,18.2,8.69,3.21,1,0
2745,129,9.3,21.77,7.95,3.0,1,0
2746,105,36.04,19.26,8.71,2.4,3,0
2747,84,35.28,17.09,7.4,2.03,4,0
2748,21,22.56,17.39,6.96,3.48,3,0
2749,92,33.52,20.6,8.64,2.97,2,0
2750,98,20.57,18.61,10.2,3.24,1,0
2751,117,33.73,21.21,7.33,2.84,1,0
2752,120,30.12,22.98,10.42,3.78,2,0
2753,93,45.22,11.06,7.46,3.54,3,0
2754,29,33.25,10.74,6.69,3.83,1,0
2755,89,23.99,21.17,6.12,2.92,2,0
2756,76,50.92,19.27,9.48,3.7,0,1
2757,89,18.0,16.12,7.69,3.43,0,0
2758,6,38.51,12.93,7.4,2.54,3,0
2759,80,33.12,17.84,8.73,3.46,0,0
2760,69,38.79,22.41,6.42,2.89,3,0
2761,130,36.23,17.53,7.35,2.4,0,0
2762,170,30.28,20.64,10.93,3.51,0,0
2763,126,40.75,23.94,8.26,3.08,1,1
2764,125,32.57,17.48,9.46,2.48,2,0
2765,157,30.67,16.49,10.23,2.27,0,0
2766,125,23.31,17.83,10.73,2.32,1,0
2767,133,30.06,15.94,8.86,1.76,2,0
2768,97,15.3,23.49,8.33,2.32,2,1
2769,99,36.92,20.97,10.17,4.27,3,0
2770,99,40.53,20.95,8.93,3.35,3,0
2771,78,14.91,18.26,9.06,2.92,1,0
2772,49,20.3,23.23,9.65,3.35,2,0
2773,134,34.9,20.44,8.06,1.35,1,0
2774,141,8.82,13.77,10.06,2.73,3,0
2775,171,32.27,14.76,11.57,2.78,0,0
2776,120,36.69,24.24,8.64,1.86,1,0
2777,99,33.69,17.62,8.59,2.35,4,0
2778,119,39.36,22.69,9.49,2.0,1,0
2779,82,27.85,11.47,3.57,2.38,2,0
2780,144,34.6,21.05,8.74,3.21,0,0
2781,172,46.73,15.86,11.03,2.38,1,0
2782,68,24.14,20.54,13.59,3.05,1,0
2783,55,18.04,10.5,4.34,3.48,0,0
2784,110,32.69,10.99,6.13,1.7,1,0
2785,103,28.32,16.35,7.56,2.08,1,0
2786,166,30.84,21.57,5.05,3.13,1,0
2787,115,21.71,15.55,7.78,2.86,1,0
2788,161,37.69,16.41,8.73,1.76,3,0
2789,98,27.37,16.23,10.25,3.27,4,0
2790,111,24.85,22.23,7.34,2.35,3,0
2791,96,44.42,18.78,8.07,3.05,1,0
2792,143,28.53,17.94,6.91,2.84,4,1
2793,21,37.94,18.4,9.66,3.35,1,0
2794,137,18.79,18.97,7.63,2.84,3,0
2795,27,40.24,19.71,7.41,3.43,1,0
2796,158,33.3,7.57,13.6,2.78,1,0
2797,117,35.29,12.98,10.48,2.62,1,0
2798,116,18.85,18.14,8.38,2.13,2,0
2799,90,18.68,18.77,4.68,2.94,0,0
2800,83,26.5,13.8,5.74,3.54,3,0
2801,113,15.4,14.5,6.18,1.46,1,0
2802,129,26.69,21.84,8.35,3.27,2,0
2803,82,35.22,21.6,7.62,2.57,2,0
2804,75,28.34,12.61,8.41,2.73,3,0
2805,144,34.19,25.8,10.08,3.56,1,0
2806,136,34.77,17.75,10.08,2.65,0,0
2807,119,29.26,19.01,6.75,3.75,1,1
2808,64,38.3,9.2,6.28,4.67,1,1
2809,142,26.18,14.09,12.15,2.92,1,0
2810,88,25.99,14.55,11.57,3.24,2,0
2811,102,17.53,23.38,6.35,3.02,1,0
2812,88,11.12,14.3,10.62,3.73,2,0
2813,41,39.46,27.8,10.19,2.94,3,1
2814,81,40.31,22.46,12.21,2.13,1,0
2815,93,24.09,18.79,10.22,2.75,0,0
2816,37,39.73,17.67,9.57,3.24,2,0
2817,105,35.63,12.49,5.44,2.86,2,0
2818,107,17.58,16.09,10.22,3.89,1,0
2819,32,29.1,15.78,9.15,2.75,1,0
2820,116,34.31,19.68,10.17,4.46,0,0
2821,144,25.5,24.3,8.58,2.54,0,0
2822,61,17.85,15.35,7.83,2.75,2,1
2823,91,32.18,20.34,4.04,2.67,3,0
2824,113,31.62,20.18,6.66,3.29,1,0
2825,135,41.96,15.96,6.95,3.4,1,0
2826,64,19.35,16.35,9.67,2.81,3,0
2827,33,31.03,19.73,6.71,2.03,2,0
